Brand,City,Country,Sum of Latitude,Sum of Longitude,Postcode,State/Province,Store Name,Store Number
Starbucks,Tai Koo Shing,CN,22.29,114.21,"",91,Taikoo Shing,31235-106228
Starbucks,Taibao City,TW,23.46,120.32,612,CYQ,HSR Chiayi,27143-155029
Starbucks,Taichung,TW,24.1,120.69,41266,TXG,Dali,19464-187964
Starbucks,Taichung City,TW,24.25,120.72,"",TXG,Feng Yuan,33428-94854
Starbucks,Taichung City,TW,24.17,120.63,"",TXG,Fu Kang,33400-79840
Starbucks,Taichung City,TW,24.14,120.72,"",TXG,Qing Jing,33405-85821
Starbucks,Taichung City,TW,24.26,120.73,400,TXG,Chung Kang,33331-18196
Starbucks,Taichung City,TW,24.15,120.68,400,TXG,Chung Yo,33336-18216
Starbucks,Taichung City,TW,24.14,120.68,40045,TXG,Zhongzheng Jiguang,47326-257774
Starbucks,Taichung City,TW,25.06,121.49,401,TXG,MODE Mall - 1F,8897-151064
Starbucks,Taichung City,TW,24.12,120.65,402,TXG,Wenxin S. Jianguo S.,26789-238126
Starbucks,Taichung City,TW,24.12,120.67,40246,TXG,National Library of Public Inform,22392-220724
Starbucks,Taichung City,TW,24.17,120.63,403,TXG,Eslite Yuan Dao - 1F,32517-134867
Starbucks,Taichung City,TW,24.15,120.66,403,TXG,Goang San SOGO,31323-158226
Starbucks,Taichung City,TW,24.14,120.66,403,TXG,Wu Quan,31562-110306
Starbucks,Taichung City,TW,24.14,120.67,40353,TXG,Parklanes by Splendor-B1,18535-192264
Starbucks,Taichung City,TW,22.79,121.13,404,TXG,Chong Han,31563-107021
Starbucks,Taichung City,TW,24.26,120.74,404,TXG,CMU - Children Medical Build 1st Fl,31289-107318
Starbucks,Taichung City,TW,24.16,120.68,404,TXG,CMU Hospital - Wuguan District 1F,32426-132705
Starbucks,Taichung City,TW,24.17,120.67,40462,TXG,Zhongqing Taiyuan,24327-237111
Starbucks,Taichung City,TW,24.18,120.7,406,TXG,Chong De,31346-105091
Starbucks,Taichung City,TW,24.19,120.69,406,TXG,Chongde Changping,21991-214084
Starbucks,Taichung City,TW,24.18,120.7,406,TXG,Jungong Dongshan,15427-158946
Starbucks,Taichung City,TW,24.19,120.68,40673,TXG,Songzhu Beitun,20284-204777
Starbucks,Taichung City,TW,24.19,120.66,40678,TXG,Zhongqing,24068-232357
Starbucks,Taichung City,TW,24.18,120.64,407,TXG,299 Xi Tun - Taichung,13050-133364
Starbucks,Taichung City,TW,24.17,120.66,407,TXG,AUO-1F-Taichung,3559-144345
Starbucks,Taichung City,TW,24.17,120.64,407,TXG,FE21 - 11F,16125-163944
Starbucks,Taichung City,TW,24.18,120.62,407,TXG,Henan Qinghai,15315-158945
Starbucks,Taichung City,TW,24.18,120.62,407,TXG,Mitsukoshi #1,33348-148425
Starbucks,Taichung City,TW,24.17,120.64,407,TXG,Mitsukoshi-Taichung-11F,17641-184164
Starbucks,Taichung City,TW,24.18,120.62,407,TXG,TSMC Fab 15-Taichung,16569-172406
Starbucks,Taichung City,TW,24.18,120.62,407,TXG,Windsor Hotel - 1F - Taichung,32599-135965
Starbucks,Taichung City,TW,22.75,121.14,407,TXG,Xin Guo,31486-108185
Starbucks,Taichung City,TW,24.16,120.64,40755,TXG,Shizheng,29287-249498
Starbucks,Taichung City,TW,24.17,120.64,40757,TXG,Chaofu,21321-211965
Starbucks,Taichung City,TW,24.15,120.67,408,TXG,Da Ying,31767-116647
Starbucks,Taichung City,TW,24.15,120.65,408,TXG,Nantun Wenxin,18079-176224
Starbucks,Taichung City,TW,22.73,121.12,408,TXG,Wuquan W. Huizjong-Taichung,2181-140617
Starbucks,Taichung City,TW,24.14,120.63,40842,TPE,Yongchun E. Rd.,27596-244767
Starbucks,Taichung City,TW,24.15,120.71,41171,TXG,Taiping,23386-228924
Starbucks,Taichung City,TW,24.26,120.72,414,TXG,HSR Wu Ri - Minor,31488-107392
Starbucks,Taichung City,TW,24.25,120.73,420,TXG,Xiangyang-Fengyuan,14993-154149
Starbucks,Taichung City,TW,24.12,120.67,421,TXG,Tai An Rest Area-Freeway 1,15362-158944
Starbucks,Taichung City,TW,24.21,120.7,42750,TXQ,Tanzi,24328-237112
Starbucks,Taichung City,TW,24.35,120.62,43741,TXG,Dajia,18865-196204
Starbucks,Taif,SA,21.25,40.41,"",3,Al Kamal Center,18635-193709
Starbucks,Taihaku-ku,JP,38.21,140.88,982-0014,4,Sendai Onoda,18659-190085
Starbucks,Tainan,TW,23.03,120.23,71005,NAN,Life function hall-1F-STUST,48653-264504
Starbucks,Tainan City,TW,22.91,120.27,"",TNN,Ren De South,31467-107018
Starbucks,Tainan City,TW,24.27,120.75,"",TNN,Yong  Fu,33393-71800
Starbucks,Tainan City,TW,23,120.24,"",TNN,Yong Kang,33375-64505
Starbucks,Tainan City,TW,23.32,120.32,"",TNN,Zhang Rong,33401-65121
Starbucks,Tainan City,TW,24.99,121.31,600,TNN,Tai Nan (Focus dept store),33353-44319
Starbucks,Tainan City,TW,23,120.21,700,TNN,Gong Yuan,33395-77981
Starbucks,Tainan City,TW,22.99,120.19,700,TNN,Humei Zhonghua-Tainan,8149-150387
Starbucks,Tainan City,TW,22.99,120.2,700,TNN,Minsheng Zhonghua - Tainan,31165-134824
Starbucks,Tainan City,TW,22.99,120.2,700,TNN,Mitsukoshi-1F-Tainan Ximen#2,22025-217124
Starbucks,Tainan City,TW,22.99,120.19,700,TNN,Tesco Tainan,33456-99445
Starbucks,Tainan City,TW,23,120.21,70043,TNN,Mitsukoshi Zhongshan - B1F,16000-164765
Starbucks,Tainan City,TW,22.99,120.2,70048,TNN,Ximen - Tainan,24551-238286
Starbucks,Tainan City,TW,22.98,120.21,70052,TNN,Jiankang Tainan,24280-236986
Starbucks,Tainan City,TW,22.99,120.23,701,TNN,Dream Mall - 2F - Tainan,23385-230006
Starbucks,Tainan City,TW,22.74,121.13,701,TNN,Du Center - 1F - Tainan,3148-134884
Starbucks,Tainan City,TW,23,120.21,701,TNN,FE21 Tainan,31385-107905
Starbucks,Tainan City,TW,22.99,120.22,701,TNN,Fu Rong,31685-114985
Starbucks,Tainan City,TW,22.99,120.22,701,TNN,NCKU Hospital-1F,15364-160606
Starbucks,Tainan City,TW,22.99,120.24,70163,TNN,Yunong Tainan,20617-206384
Starbucks,Tainan City,TW,22.99,120.17,70848,TNN,Yonghua Guoping,19136-199065
Starbucks,Tainan City,TW,23.05,120.21,70943,TNN,Bei An - Tainan,24602-238306
Starbucks,Tainan City,TW,23.04,120.23,71047,TNN,Zhongzheng Yongkang,20070-199068
Starbucks,Tainan City,TW,23,120.26,71070,KHH,Tainan Dawan,23106-227844
Starbucks,Tainan City,TW,22.97,120.29,71146,TNN,Guiren-Tainan,27440-247633
Starbucks,Tainan City,TW,22.92,120.29,71151,TNN,THSR  Tainan Station,26902-246038
Starbucks,Tainan City,TW,22.91,120.27,717,TNN,Ren De North,31466-107017
Starbucks,Tainan City,TW,23.03,120.23,730,TNQ,Xinying,18400-182489
Starbucks,Tainan City,TW,23.29,120.43,73350,TNN,Dongshan Rest Area-Freeway #3,21318-211444
Starbucks,Tainan City,TW,23.02,120.26,741,TNN,Nan Ke,33421-94373
Starbucks,Tainan City,TW,23.13,120.3,74144,TNQ,TSMC Fab14 -P3 - 2F,17701-185246
Starbucks,Tainan City,TW,23.13,120.29,74151,TNN,Shanhua-Tainan,25920-243005
Starbucks,Taipei,TW,25.04,121.52,10041,TPE,Qingdao W.,29574-254334
Starbucks,Taipei City,TW,25.02,121.48,"",TPE,Core Pacific City,33409-88360
Starbucks,Taipei City,TW,24.99,121.46,"",TPE,Far East Century Park,33412-89240
Starbucks,Taipei City,TW,25.06,121.51,"",TPE,Fu Xing,33423-92939
Starbucks,Taipei City,TW,25.08,121.58,"",TPE,Gang Qian,33416-93417
Starbucks,Taipei City,TW,24.98,121.53,"",TPE,Mackay,33385-71020
Starbucks,Taipei City,TW,25.06,121.48,"",TPE,Shi Pai,31271-104806
Starbucks,Taipei City,TW,25.08,121.47,"",TPE,Taipei Station 2F,32040-118044
Starbucks,Taipei City,TW,24.15,120.72,"",TPE,TTV,33372-53619
Starbucks,Taipei City,TW,25.01,121.46,"",TPE,Yang Ming Shan,33388-72833
Starbucks,Taipei City,TW,25.01,121.3,100,TPE,Bao Ping,33457-99479
Starbucks,Taipei City,TW,25.03,121.55,100,TPE,Chien Ho,33329-17316
Starbucks,Taipei City,TW,25.04,121.51,100,TPE,Chong Qing,30977-103086
Starbucks,Taipei City,TW,25.04,121.51,100,TPE,Guanqian & Hankou,3027-143927
Starbucks,Taipei City,TW,25.04,121.52,100,TPE,Hang Zhou,31433-107127
Starbucks,Taipei City,TW,25,121.46,100,TPE,Ho-Ping,33312-11469
Starbucks,Taipei City,TW,25.05,121.52,100,TPE,MRT,33310-11467
Starbucks,Taipei City,TW,25.05,121.52,100,TPE,MRT-Taipei Main Stat Easy Mall-B1 N,32267-133764
Starbucks,Taipei City,TW,25.03,121.52,100,TPE,Nan Hai,31626-108343
Starbucks,Taipei City,TW,25.04,121.54,100,TPE,Zhong Xin,30962-103102
Starbucks,Taipei City,TW,25.04,121.52,10002,TPQ,NTUH Hospital - B1,23373-230007
Starbucks,Taipei City,TW,25.05,121.52,10041,TPE,Taipei Main Station - B2 - K,15316-232364
Starbucks,Taipei City,TW,25.04,121.51,10047,TPE,Hwai Ning,33358-35439
Starbucks,Taipei City,TW,25.05,121.51,10047,TPE,Xuchang Nanyang,16878-176546
Starbucks,Taipei City,TW,25.04,121.53,10049,TPE,COZZI Hotel - 1F - Taipei Zhongxiao,19969-202624
Starbucks,Taipei City,TW,25.04,121.53,10058,TPE,Syntrend Image Culture Center,23457-217484
Starbucks,Taipei City,TW,24.98,121.53,103,TPE,Q Square - S - Taipei Datong,5141-137118
Starbucks,Taipei City,TW,25.05,121.52,103,TPE,Q Square-Taipei-4F,19131-198889
Starbucks,Taipei City,TW,25.06,121.51,10346,TPE,Bao An Datong,23255-228925
Starbucks,Taipei City,TW,25.05,121.51,10350,TPE,Taipei Circle,22958-226787
Starbucks,Taipei City,TW,25.07,121.52,10367,TPE,Kulun Chengde,24579-238308
Starbucks,Taipei City,TW,25.05,121.55,104,TPE,Bei Ning,33323-12642
Starbucks,Taipei City,TW,25.08,121.55,104,TPE,Dazhi Zhifu,19065-198185
Starbucks,Taipei City,TW,25.01,121.54,104,TPE,Kong Kuan,33356-29455
Starbucks,Taipei City,TW,25.05,121.53,104,TPE,Lin Sen,31564-109628
Starbucks,Taipei City,TW,25.06,121.52,104,TPE,Min Chung,33334-18499
Starbucks,Taipei City,TW,25.08,121.56,104,TPE,Miramar,33447-96424
Starbucks,Taipei City,TW,25.08,121.55,104,TPE,Shih Chien,33417-93889
Starbucks,Taipei City,TW,25.06,121.53,104,TPE,Song Jiang,33341-15354
Starbucks,Taipei City,TW,25.01,121.51,104,TPE,Zhong Shan,33315-11719
Starbucks,Taipei City,TW,25.05,121.53,10444,TPE,Nanjing Linsen,16851-176225
Starbucks,Taipei City,TW,25.08,121.56,10462,TPE,Lequn Dazhi,49068-266905
Starbucks,Taipei City,TW,25.05,121.54,10487,TPE,Jianguo Nanjing,23449-230404
Starbucks,Taipei City,TW,25.02,121.46,105,TPE,Hong Tai,33319-12639
Starbucks,Taipei City,TW,25.06,121.55,105,TPE,Long Quan,30904-103042
Starbucks,Taipei City,TW,25.06,121.54,105,TPE,Min Sheng,33327-15774
Starbucks,Taipei City,TW,25.06,121.55,105,TPE,No.1 Qingcheng 1F,3613-152347
Starbucks,Taipei City,TW,25.06,121.56,105,TPE,San Ming,33313-11470
Starbucks,Taipei City,TW,25.05,121.55,105,TPE,Tun Hua,33303-11460
Starbucks,Taipei City,TW,24.1,120.72,105,TPE,Xin Guang,33330-17317
Starbucks,Taipei City,TW,25.05,121.54,10556,TPE,Breeze - GF,33378-163088
Starbucks,Taipei City,TW,25.05,121.56,10570,TPE,Sanmin Nanjing,25026-239684
Starbucks,Taipei City,TW,25.04,121.55,106,TPE,230 Zhongxiao E.,48549-263834
Starbucks,Taipei City,TW,25.04,121.55,106,TPE,BR4 SOGO,31485-107396
Starbucks,Taipei City,TW,25.04,121.56,106,TPE,CTS,30772-101642
Starbucks,Taipei City,TW,25.03,121.55,106,TPE,Dun Fu,33455-98970
Starbucks,Taipei City,TW,25.03,121.55,106,TPE,Dun He,15226-158964
Starbucks,Taipei City,TW,25.04,121.55,106,TPE,Eslite Dun Nan - GF Entrance,32788-135705
Starbucks,Taipei City,TW,25.04,121.54,106,TPE,Fu An,31891-109305
Starbucks,Taipei City,TW,25.02,121.54,106,TPE,Hsin Nan,33320-12640
Starbucks,Taipei City,TW,25.04,121.55,106,TPE,Long Men,33318-12638
Starbucks,Taipei City,TW,25.02,121.53,106,TPE,Shida Yunhe,14915-156224
Starbucks,Taipei City,TW,25.04,121.55,106,TPE,SOGO Taipei,33443-96755
Starbucks,Taipei City,TW,25.04,121.55,106,TPE,Tong Ling,33371-15336
Starbucks,Taipei City,TW,25.03,121.55,106,TPE,Tun Nan,33350-21456
Starbucks,Taipei City,TW,25.04,121.45,106,TPE,Xin Hai,33343-24907
Starbucks,Taipei City,TW,25.03,121.54,106,TPE,Xing He,31094-105090
Starbucks,Taipei City,TW,25.03,121.55,10679,TPE,Tonghua,21097-209344
Starbucks,Taipei City,TW,25.04,121.56,10694,TPE,Renai Yanji,22664-223544
Starbucks,Taipei City,TW,25.04,121.51,108,TPE,Eslite-Kun Ming,33448-160164
Starbucks,Taipei City,TW,25.04,121.5,108,TPE,Han Chung,33342-23867
Starbucks,Taipei City,TW,25.03,121.5,108,TPE,Xizang,22612-223104
Starbucks,Taipei City,TW,24.93,121.42,10844,TPE,Chengdu Ximen,23235-228926
Starbucks,Taipei City,TW,25.03,121.5,10862,TPE,Bangka - Xiyuan,25102-239924
Starbucks,Taipei City,TW,25.03,121.58,110,TPE,101 35F,15317-160065
Starbucks,Taipei City,TW,23.01,120.23,110,TPE,ATT - 1F,15817-165105
Starbucks,Taipei City,TW,25.04,121.57,110,TPE,Hankyu Xinyi-2F-Taipei,9026-150925
Starbucks,Taipei City,TW,25.03,121.56,110,TPE,Nan Shan,31249-106542
Starbucks,Taipei City,TW,25.06,121.55,110,TPE,Song Ren,30794-101523
Starbucks,Taipei City,TW,25,121.54,110,TPE,Taipei 101 - 1st Floor,33460-99726
Starbucks,Taipei City,TW,25.12,121.53,110,TPE,TMU Hospital,31854-120064
Starbucks,Taipei City,TW,25,121.55,110,TPE,Tong Cheng,30834-102532
Starbucks,Taipei City,TW,25.11,121.53,110,TPE,Tong Feng,33459-99896
Starbucks,Taipei City,TW,25.01,121.47,110,TPE,Yong Chun,30835-99897
Starbucks,Taipei City,TW,25.03,121.56,11041,TPE,Wuxing - Taipei,23698-232884
Starbucks,Taipei City,TW,25.03,121.56,11052,TPE,Keelung Guangfu-Xinyi,28020-249495
Starbucks,Taipei City,TW,25.04,121.57,11073,TPE,MRT Taipei City Hall station-B2,47723-259565
Starbucks,Taipei City,TW,25.04,121.57,11081,PEN,Bellavita - B1,25537-241312
Starbucks,Taipei City,TW,25.03,121.57,11085,TPE,Xinyi Songde,24045-235346
Starbucks,Taipei City,TW,25.05,121.58,11088,TPE,Songshan station-1F,18189-188404
Starbucks,Taipei City,TW,25.08,121.52,111,TPE,Chengde-Shilin,17499-182487
Starbucks,Taipei City,TW,25.1,121.53,111,TPE,Shi Jie,30845-102762
Starbucks,Taipei City,TW,25.09,121.53,111,TPE,Shih-Lin,33304-11461
Starbucks,Taipei City,TW,25.12,121.53,111,TPE,SOGO - B1 -Taipei Tian Mu,1947-136967
Starbucks,Taipei City,TW,25.12,121.53,111,TPE,Tianmu & Zongcheng,1952-143925
Starbucks,Taipei City,TW,25.12,121.53,111,TPE,Xin Tian Mu,32075-127765
Starbucks,Taipei City,TW,25.05,121.63,111,TPE,Zhong Cheng,33307-11464
Starbucks,Taipei City,TW,25.12,121.53,11155,TPE,Zhongshan Tianmu,49741-271044
Starbucks,Taipei City,TW,25.14,121.5,112,TPE,Guang Ming,31013-104420
Starbucks,Taipei City,TW,25.12,121.52,11217,TPE,Taipei Veterans Hospital-1F,27802-248774
Starbucks,Taipei City,TW,25.12,121.47,11259,PEN,Dadu Guandu,26822-245721
Starbucks,Taipei City,TW,25.07,121.49,11259,TPE,ASUS HQ - 3F,32644-138666
Starbucks,Taipei City,TW,25.12,121.52,11283,TPE,Zhengxing,21601-213404
Starbucks,Taipei City,TW,25.08,121.57,114,TPE,Huan Shan,32056-113451
Starbucks,Taipei City,TW,25.08,121.57,114,TPE,Ji Hu,16110-168585
Starbucks,Taipei City,TW,25.06,121.58,114,TPE,Jiu Zong,33386-70740
Starbucks,Taipei City,TW,25.06,121.58,114,TPE,Jiuzong Xinhu,16914-176926
Starbucks,Taipei City,TW,25.07,121.61,114,TPE,Kang Ning,33365-50899
Starbucks,Taipei City,TW,25.08,121.59,114,TPE,Neihu Chenggong,16915-176925
Starbucks,Taipei City,TW,25.07,121.59,114,TPE,Neihu Minquan,6199-147996
Starbucks,Taipei City,TW,25.08,121.57,114,TPE,Rui Chuan,33462-100244
Starbucks,Taipei City,TW,25.08,121.57,114,TPE,Xi Hu,33360-53899
Starbucks,Taipei City,TW,25.07,121.61,11483,TPE,Kangning Minquan E. - Neihu,26243-244087
Starbucks,Taipei City,TW,25.07,121.58,11491,TPE,Yangguang Neihu,47071-256634
Starbucks,Taipei City,TW,25.08,121.57,11493,TPE,Zhouzi,21987-216726
Starbucks,Taipei City,TW,25.06,121.61,115,TPE,Nangang Train Station,24159-217488
Starbucks,Taipei City,TW,25.05,121.6,115,TPE,Sanchong-Nangang,17545-183073
Starbucks,Taipei City,TW,25.06,121.59,115,TPE,Software Park - Building A Main Ent,33363-33961
Starbucks,Taipei City,TW,24.14,120.73,115,TPE,Software Park 2 - Bldg G 2F,31765-110433
Starbucks,Taipei City,TW,25.06,121.62,11568,TPE,China Trust Nangang - B,26079-243528
Starbucks,Taipei City,TW,25.05,121.61,11568,TPE,THSR Nangang Station,47725-259566
Starbucks,Taipei City,TW,24.99,121.55,116,TPE,Muzha,16029-167705
Starbucks,Taipei City,TW,25.02,121.53,116,TPE,Roosevelt,33306-11463
Starbucks,Taipei City,TW,24.12,120.73,116,TPE,Wan Fang Hospital,33427-94634
Starbucks,Taipei City,TW,24.99,121.56,116,TPE,Zheng Da,33454-98973
Starbucks,Taipei City,TW,24.98,121.56,11660,PEN,Muxin Wenshan,25838-242690
Starbucks,Taipei City,TW,24.99,121.54,11684,TPE,Jingxing  Wenshan,48263-261964
Starbucks,Taiping,MY,4.86,100.74,34000,8,Taiping Sentral,32703-135924
Starbucks,Taiping,MY,4.87,100.73,34600,8,AEON Taiping,22627-222729
Starbucks,Taito-ku,JP,35.71,139.78,110-0005,13,atre Ueno,30330-68643
Starbucks,Taito-ku,JP,35.71,139.78,110-0005,13,Okachimachi Kasuga-dori,30323-64262
Starbucks,Taito-ku,JP,35.71,139.78,110-0005,13,Ueno MARUI,30207-27697
Starbucks,Taito-ku,JP,35.72,139.77,110-0007,13,Ueno Onshi Park,17832-175845
Starbucks,Taito-ku,JP,35.71,139.8,111-0033,13,Asakusa Eki-mae,30293-60319
Starbucks,Taito-ku,JP,35.71,139.79,111-0034,13,Asakusa Kaminarimon-dori,30191-32960
Starbucks,Taitung City,TW,22.75,121.15,950,TTT,Tai Dong,31984-125388
Starbucks,Tajiri-cho,JP,34.43,135.24,549-0011,27,Kansai Int'l Airport 1F South Gate,31053-105575
Starbucks,Tajiri-cho,JP,34.43,135.24,549-0011,27,Kansai Int'l Airport 2F Arrival Lob,31158-106523
Starbucks,Tajiri-cho,JP,34.43,135.24,549-0011,27,Kansai Int'l Airport 4F North Gate,30999-104912
Starbucks,Takamatsu,JP,34.34,134.05,760-0029,37,Takamatsu Marugamemachi FESTA,30329-67282
Starbucks,Takamatsu,JP,34.34,134.05,760-0054,37,Takamatsu Kawaramachi Eki,30331-68342
Starbucks,Takamatsu,JP,34.35,134,761-8012,37,AEON MALL Takamatsu,31661-117266
Starbucks,Takamatsu,JP,34.31,134.06,761-8071,37,Takamatsu Rainbow Road,4178-147764
Starbucks,Takamatsu,JP,34.32,134.04,761-8072,37,Takamatsu You Me Town,30369-76569
Starbucks,Takamatsu,JP,34.3,134.05,761-8073,37,Takamatsu Sun-Flower Dori,21964-209884
Starbucks,Takaoka,JP,36.72,137.02,933-0813,16,AEON MALL Takaoka,30396-81179
Starbucks,Takaoka,JP,36.72,137.02,933-0813,16,AEON MALL Takaoka 2F Central Court,24944-239408
Starbucks,Takarazuka,JP,34.81,135.37,665-0874,28,Nakayamadera,48329-256926
Starbucks,Takasaki,JP,36.34,139.03,370-0042,10,Takasaki Kaizawa,32393-137527
Starbucks,Takasaki,JP,36.32,139.01,370-0849,10,E'site Takasaki,13019-155772
Starbucks,Takasaki,JP,36.32,139.01,370-0849,10,Takasaki Station Bldg. Montres,30247-48139
Starbucks,Takasaki,JP,36.32,139.03,370-0851,10,Takasaki Kaminakai,23190-228550
Starbucks,Takasaki,JP,36.39,139.01,370-3521,10,AEON MALL Takasaki,31336-107737
Starbucks,Takatsuki,JP,34.85,135.62,569-0804,27,JR Takatsuki Eki Minami,30364-76362
Starbucks,Takatsuki,JP,34.85,135.62,569-1123,27,JR Takatsuki Eki Kita,30523-93479
Starbucks,Takayama,JP,36.15,137.25,506-0054,21,DT Takayama Okamotomachi,27803-248770
Starbucks,Takeo,JP,33.19,130.02,843-0022,41,TSUTAYA BOOKS Takeo City Library,19121-193567
Starbucks,Takoma Park,US,38.99,-76.99,20912,MD,Hampshire-Langley,2986-57420
Starbucks,Talingchan,TH,13.77,100.44,10170,10,The Circle Ratchapruk-Bangkok,15337-156229
Starbucks,Talisay,PH,10.72,122.96,6115,6,The District - North Point Bacolod,18184-187884
Starbucks,Tallahassee,US,30.44,-84.26,32301,FL,Magnolia & Governors Square Blvd,24562-223704
Starbucks,Tallahassee,US,30.44,-84.25,323013055,FL,Governor's Square Mall - FoodCourt,11414-105365
Starbucks,Tallahassee,US,30.43,-84.24,323014819,FL,Target Tallahassee T-844,76153-90927
Starbucks,Tallahassee,US,30.4,-84.24,323018826,FL,Capital Circle & Blair Stone,11348-104968
Starbucks,Tallahassee,US,30.5,-84.33,32303,FL,North Monroe & Fred George,23514-230844
Starbucks,Tallahassee,US,30.47,-84.29,323034789,FL,N. Monroe & John Knox,8552-75465
Starbucks,Tallahassee,US,30.44,-84.29,32304,FL,W Tennessee & N Copeland,22769-217408
Starbucks,Tallahassee,US,30.45,-84.31,323043436,FL,1703 W Tennessee,8804-93689
Starbucks,Tallahassee,US,30.44,-84.3,323048044,FL,Florida State University/ Wildwood,75456-107890
Starbucks,Tallahassee,US,30.44,-84.3,32306,FL,Florida St Unviersity-Strozier Libr,5096-147004
Starbucks,Tallahassee,US,30.44,-84.3,32306,FL,Florida State University-Dirac Libr,21593-211945
Starbucks,Tallahassee,US,30.56,-84.22,323091943,FL,Target-Tallahassee T-1973,76310-95268
Starbucks,Tallahassee,US,30.5,-84.25,323093493,FL,I-10 & Thomasville Rd,9555-94584
Starbucks,Tallahassee,US,30.54,-84.23,323124863,FL,Thomasville & Kerry Forest Pkwy,13569-107656
Starbucks,Tama,JP,35.65,139.45,206-0011,13,Seiseki-sakuragaoka OPA,30078-12777
Starbucks,Tama,JP,35.62,139.43,206-8543,13,Tama Center Mitsukoshi,30358-75760
Starbucks,Taman Molek,MY,1.53,103.79,81100,1,Taman Molek,25161-238184
Starbucks,Tameside,GB,53.49,-2.11,OL7 0PG,ENG,Village Ashton,32465-138009
Starbucks,Tampa,US,27.95,-82.46,33602,FL,Hilton Downtown Tampa,20663-200072
Starbucks,Tampa,US,27.94,-82.46,336025419,FL,Tampa Embassy Suites Convention Ctr,75904-97613
Starbucks,Tampa,US,28,-82.45,336047042,FL,I-275 & Hillsborough,9737-96123
Starbucks,Tampa,US,27.94,-82.47,33606,FL,University of Tampa Education Cente,24501-217604
Starbucks,Tampa,US,27.94,-82.48,336061845,FL,Kennedy Blvd & S Dakota Ave,14316-104302
Starbucks,Tampa,US,27.94,-82.48,336062468,FL,Howard & Moody,8295-3088
Starbucks,Tampa,US,27.94,-82.46,336063571,FL,Tampa General Hospital,75234-73821
Starbucks,Tampa,US,27.96,-82.51,33607,FL,Dale Mabry & Walnut,25468-239189
Starbucks,Tampa,US,27.98,-82.49,33607,FL,MLK & Habana,24253-217326
Starbucks,Tampa,US,27.97,-82.54,33607,FL,TPA - Airside A Reserve,29471-252804
Starbucks,Tampa,US,27.97,-82.54,33607,FL,TPA - Airside C,29630-252407
Starbucks,Tampa,US,27.97,-82.54,33607,FL,TPA - Airside E,47438-252406
Starbucks,Tampa,US,27.97,-82.54,33607,FL,TPA - Airside F Reserve,47490-252405
Starbucks,Tampa,US,27.97,-82.54,33607,FL,TPA - Landside Evenings,29545-252805
Starbucks,Tampa,US,27.96,-82.52,336071411,FL,International Mall - First Level,8458-17095
Starbucks,Tampa,US,27.97,-82.57,336071431,FL,Westin Tampa Bay,75813-96830
Starbucks,Tampa,US,27.96,-82.51,336072551,FL,Target Tampa T-2040,76401-95750
Starbucks,Tampa,US,27.96,-82.52,336074506,FL,N. Westshore Blvd & W. Main St,8312-5448
Starbucks,Tampa,US,27.95,-82.53,336091810,FL,Westshore Plaza Mall,8384-19164
Starbucks,Tampa,US,27.94,-82.52,336092539,FL,Westshore & Kennedy,8428-28454
Starbucks,Tampa,US,27.94,-82.51,336092820,FL,401 S. Dale Mabry Hwy,8485-57681
Starbucks,Tampa,US,27.89,-82.5,336112607,FL,W Gandy Blvd & S Himes,10065-98748
Starbucks,Tampa,US,28.07,-82.43,33612,FL,Bruce B Downs & E 132nd St,21217-197264
Starbucks,Tampa,US,28.05,-82.44,33612,FL,Fowler & 15th,27628-236910
Starbucks,Tampa,US,28,-82.58,336153811,FL,8602 Hillsborough Ave,8117-95190
Starbucks,Tampa,US,28.05,-82.4,336172146,FL,Fowler & 50th,8299-3089
Starbucks,Tampa,US,28.04,-82.51,33618,FL,N. Dale Mabry & Linebaugh,15732-158664
Starbucks,Tampa,US,28.09,-82.5,33618,FL,Target Tampa T-655,20080-202872
Starbucks,Tampa,US,28.08,-82.51,336182018,FL,Shoppes of Carrollwood,8277-1716
Starbucks,Tampa,US,28.05,-82.41,336209998,FL,U of S. FL - Library,75205-92860
Starbucks,Tampa,US,28.05,-82.41,336209998,FL,Univ of S. Florida-Juniper Dining H,3787-138044
Starbucks,Tampa,US,28.07,-82.58,336253179,FL,Citrus Park Mall - First Level,8593-87963
Starbucks,Tampa,US,28.04,-82.6,33626,FL,Montague & Linebaugh,8457-46799
Starbucks,Tampa,US,28.07,-82.63,336261305,FL,Race Track & Nine Eagles,10025-98747
Starbucks,Tampa,US,27.92,-82.5,336297042,FL,3400 Bay to Bay Blvd.,8538-67943
Starbucks,Tampa,US,28.03,-82.54,33634,FL,Waters & Anderson,8437-15873
Starbucks,Tampa,US,28.03,-82.55,336341100,FL,Target Tampa/Town & Country T-798,76754-108136
Starbucks,Tampa,US,28.02,-82.61,336359736,FL,Super Target Oldsmar (Tampa) T-2289,76807-108137
Starbucks,Tampa,US,28.07,-82.37,336371101,FL,Fletcher & Park Edge,8514-62705
Starbucks,Tampa,US,28.13,-82.37,336473244,FL,BB Downs & Richmond Park Dr.,8456-38739
Starbucks,Tampico,MX,22.27,-97.86,89107,TAM,Tampico Universidad,25659-236934
Starbucks,Tampico,MX,22.25,-97.86,89130,TAM,Fashion Mall Tampico,49221-267548
Starbucks,Tampico,MX,22.27,-97.87,89330,TAM,Hidago Tampico,1895-139066
